paragraph_id,original_text,final_climate,language
250211_1,"Ich bin geneigt zu sagen: ""Freude herrscht!""; denn nach mehreren Anläufen sind wir nun so weit, dass Einigkeit besteht zwischen den Räten, dass es ein Verbot braucht für Holz aus illegaler Abholzung. Ich denke, das ist auch, gerade wenn man die Bilder der letzten Wochen gesehen hat, ein sehr relevantes Thema. Mehr noch: Es besteht auch Einigkeit, dass im Einklang mit internationalen Standards auch für Rohstoffe und Produkte, die aus Anbau, Abbau oder einer Herstellung stammen, welche die Umwelt erheblich belasten, Einschränkungen möglich sein sollen.",1,DE
334099_2,"Si nous acceptons donc encore une fois de leur permettre de reporter ""ad eternam"" les réductions qu'elles n'ont pas effectuées, nous allons véritablement trop loin. Nous réduisons également les millions de tonnes de CO2 que nous cherchons à économiser en vertu des objectifs de décarbonation que nous nous sommes fixés.",1,FR
279954_2,"Mais les petits Clara, Heidi et Peter d'aujourd'hui ont bien moins de chance. Nos enfants fument trop, beaucoup trop. 27 pour cent des jeunes de 15 à 19 ans sont des fumeurs. La Suisse protège mal ses enfants. Elle fait partie des pays qui sont classés parmi les moins efficaces dans la prévention et le contrôle du tabac. Qu'est-ce qui est en cause, notamment? Eh bien justement le peu de restriction sur la publicité et le peu de contrôle sur le tabac et ses dérivés.",0,FR
296275_8,Il est donc temps d'agir. Le groupe vert'libéral prend ses responsabilités et votera deux fois oui.,0,FR
211762_5,"3. Ist die Situation so spezifisch, dass eine branchenspezifische Regulierung in der Gesetzgebung wirklich gerechtfertigt und auch sachdienlich ist?",0,DE
356218_3,"Un plan canicule au niveau fédéral permettrait de protéger efficacement les populations les plus exposées, notamment les personnes âgées, les enfants et les travailleurs et travailleuses qui exercent leur activité en extérieur et qui sont directement victimes de la chaleur. Il permettrait de réduire les coûts économiques liés aux interruptions d'activité, aux soins de santé et aux dommages sur les infrastructures. Ensuite, il favoriserait des investissements ciblés dans des aménagements urbains résilients, bénéfiques à long terme, parce qu'évidemment, anticiper, c'est une chose, mais travailler à la source c'en est une autre. Il faut préparer nos milieux urbains, nos villages et nos lieux d'habitation à ces canicules toujours plus régulières et toujours plus fortes.",1,FR
212368_15,"En outre, la discussion a notamment porté sur l'article 2 de l'arrêté fédéral portant allocation d'un crédit d'engagement, article qui vise à définir quelle partie du crédit sera affectée à la première moitié de la période totale - c'est-à-dire 2018/19 -, laissant le Conseil fédéral décider de la répartition du solde.",0,FR
237571_10,"Ich komme noch zur Motion Glanzmann 16.4034, ""Gesetzliche Regelung der Post anpassen"". Hier beantragen wir mit 5 zu 0 Stimmen bei 4 Enthaltungen die Ablehnung der Motion. Wir haben zur Kenntnis genommen, dass zum einen die von der Motion angeführte Auszahlungsbegrenzung auf 500 Franken nur in sehr wenigen Poststellen, offenbar bei weniger als 5 Prozent, gilt und dass zum andern die Post bei grösserer Nachfrage zusätzlich einen Auszahlungstresor bis 5000 Franken einsetzt. Da also nur noch wenige Poststellen von der Problematik betroffen sind und die Post auch flexibel auf eine grössere Nachfrage reagiert, sind wir der Meinung, dass die Post das grundlegende Anliegen der Motion erkannt und auch sinnvoll umgesetzt hat.",0,DE
267093_4,"Die Mehrheit der Kommission anerkennt zwar, dass es Schwierigkeiten gibt, will aber real nichts tun. Für die Minderheit ist klar: Der Handlungsbedarf ist gegeben, und er ist dringlich. Wir müssen hier etwas tun.",0,DE
279209_8,"La proposition défendue par la minorité II (Addor) a été rejetée par la commission, par 15 voix contre 7 et 3 abstentions.",0,FR
312488_1,"Tout d'abord, le Conseil fédéral prend au sérieux les questions de la protection des paysages cultivés et de la ressource naturelle qu'est le sol. La Confédération s'engage actuellement déjà de différentes manières dans le domaine de la protection des sols, de l'amélioration du régime hydrique et de la gestion des eaux. Mme Thorens Goumaz l'a très largement évoqué.",0,FR
328852_3,"Le 25 octobre 2021, votre Commission de politique extérieure a décidé, par 17 voix contre 4, de donner suite à cette initiative. La majorité de votre commission soulignait alors que l'Assemblée fédérale ne disposait pas d'une vue d'ensemble des programmes européens qui pourraient être importants pour la Suisse. Or, la participation du Parlement à la politique européenne est d'une grande importance. La minorité de votre commission partage aussi cet objectif, mais considère que de tels rapports peuvent être demandés en tout temps et qu'il n'est donc pas nécessaire de modifier la loi sur le Parlement.",0,FR
236010_5,C'est en ce sens que je vous recommande de suivre la majorité de notre commission.,0,FR
300045_1,Die SP-Fraktion unterstützt die vorgesehenen Änderungen des Mehrwertsteuergesetzes weitgehend und wird auf das Geschäft eintreten.,0,DE
223513_1,"Ich spreche zur Position 802.A236.0110, also zu den Einzahlungen in den Bahninfrastrukturfonds. Das steht ja in einem direkten Zusammenhang mit dem Geschäft ""Einzahlung in den AHV-Topf"".",0,DE
203120_5,"Im Juni dieses Jahres hat der Bundesrat die Verordnung über das Schweizer Bürgerrecht verabschiedet und die Inkraftsetzung, wie gesagt, per 1. Januar 2018 beschlossen. Wir sind der Meinung, dass der Motion mit dieser Verordnung und mit dieser Ausweitung der Tatbestände vielleicht nicht vollständig, aber doch weitgehend Rechnung getragen worden ist. Die Praxis zeigt derzeit, dass kein gesetzgeberischer Handlungsbedarf besteht.",0,DE
308851_1,"Ich bitte Sie meinerseits, die Mehrheit zu unterstützen.",0,DE
294566_7,"Tout cela a des conséquences sur la souffrance animale. Pour répondre à la demande croissante de viande, le nombre d'animaux d'élevage - poules, bovins, porcs, moutons, chèvres et chevaux - dans l'agriculture a augmenté de près de moitié entre 2000 et 2013. Durant la même période, le nombre d'exploitations agricoles, et c'est regrettable, est passé de 70[NB]000 à 55[NB]000. Qu'est-ce que cela veut dire? Cela veut dire qu'il y a toujours plus d'animaux pour toujours moins d'exploitations agricoles et, donc, que les animaux sont plus nombreux dans les exploitations, ce qui est très mauvais pour leur bien-être.",0,FR
325370_2,"Cette modification permet à la nouvelle politique régionale de soutenir, cela a été dit, de petits projets d'infrastructure avec des contributions à fonds perdu. On remarque que le fait de soutenir des petits projets d'infrastructure avec des contributions à fonds perdu apporte un complément judicieux au système en vigueur, à savoir le financement de projets d'infrastructure de grande envergure par le moyen de prêts. L'expérience montre en effet que les prêts ne sont pas le bon instrument pour soutenir ces petits projets particuliers qui ne génèrent pas, ou ne le font que de manière très marginale, de flux de trésorerie direct pour l'investisseur. Or ces petits projets sont néanmoins importants pour l'économie régionale, s'ils peuvent être utilisés à des fins commerciales par d'autres acteurs économiques. Il faut bien voir que l'objectif de ces projets est de dynamiser toute la région en question et de créer des opportunités aussi bien pour les entrepreneurs que pour les employés.",0,FR
195286_4,"Noch einmal, die Kommission beantragt Ihnen mehrheitlich, die Motion abzulehnen, und macht Ihnen die Annahme des Postulates beliebt.",0,DE
307782_12,"1. Im neuen Konzept wird klargestellt, dass in den wertvollsten Schutzgebieten, wie zum Beispiel den Biotopen von nationaler Bedeutung, keine Freiflächenanlagen gebaut werden dürfen. Das ist gut so, und das ist richtig so. Denn wenn wir die Alpen für die Fotovoltaik und für die Stromproduktion nutzen, wollen wir das trotzdem auch in einem eingeschränkten Ausmass tun. Ich glaube, das ist für die Akzeptanz dieser zusätzlichen Möglichkeiten etwas ganz Wichtiges.",1,DE
342037_2,"Comme pour l'auteure de la motion, l'attrait de la place économique suisse est extrêmement important pour le Conseil fédéral, vous le savez. En ce qui concerne la promotion de la production de protéines végétales, le Conseil fédéral a déjà pris certaines mesures. Dans son rapport sur l'orientation future de la politique agricole, le Conseil fédéral s'est prononcé en faveur d'une exploitation des terres assolées qui soit davantage destinée directement à l'alimentation humaine. Depuis 2023, il permet l'octroi de contributions à la surface pour la culture de plusieurs légumineuses à graines utilisées dans l'alimentation humaine. L'attrait économique de ces cultures s'est donc accru, tout comme l'offre issue de la production indigène.",1,FR
260523_8,"Zum Antrag der Minderheit Brélaz: Hier geht es um die Sicherstellung der Kundenvorauszahlungen für Flüge. Das müsste unserer Meinung nach nicht zwingend hier geregelt werden. Wenn man aber bedenkt, dass Tausende von Leuten eine Reise gebucht haben, die sie nicht antreten können, wäre es wahrscheinlich transparent, wir würden dieses Versprechen abgeben und sagen, dass wir dazu schauen, dass das bezahlte Geld wieder zurückerstattet wird, wenn die Leistung nicht erbracht werden kann. Man kann es auch ohne dies machen. Doch es ist klar, dass etwas mehr Sicherheit für Leute bestünde, die jetzt in dieser Unsicherheit leben.",0,DE
334019_4,"Ich empfehle Ihnen deshalb, den Antrag der Minderheit bzw. die Fassung des Bundesrates zu unterstützen.",0,DE
342219_6,Il n'est donc pas nécessaire de revoir le taux de contribution actuel pour les SST et nous vous proposons de ne pas accepter la motion.,0,FR
276747_6,"Deshalb unterstütze ich die Motion der WAK, die dann erst im Sommer, nach der Stellungnahme des Bundesrates, zur Diskussion steht. Heute bitte ich Sie aber, den ersten kleinen Schritt zu tun, denn auch nach der Pandemie, lieber Kollege Noser, wird der alpine Raum die ihm eigenen Spezifitäten aufweisen. Der alpine Raum, und dazu gehört auch der Jurabogen, ist speziell betroffen, weil der Tourismus dort eine ganz andere Bedeutung als im Rest der Schweiz hat. Im alpinen Raum sind 21 Prozent der gesamten Wertschöpfung direkt oder indirekt vom Tourismus abhängig. Mehr als jeder vierte Arbeitsplatz hängt direkt oder indirekt vom Tourismus ab. Das sind Situationen, die im übrigen Teil der Schweiz keineswegs die gleiche Bedeutung haben.",0,DE
237362_2,"Es ist finanzpolitisch keine Glanzleistung, wenn wir nun wegen der Entwicklung einfach die Zahlen ändern. Man könnte auch in anderen Bereichen, wie zum Beispiel bei der Teuerung, die aktuelle Entwicklung mit einbeziehen. Es wird dann einfach schwierig und gerade dann, wenn es um die Einhaltung der Schuldenbremse geht, problematisch, wenn gegen Ende des Budgetierungsprozesses die Schätzungsmethoden ausgehebelt werden. Nicht nur bei den Ausgaben, sondern auch bei den Einnahmen könnte man die aktuell laufende Entwicklung nach oben oder unten korrigieren.",0,DE
275453_6,"Die Kommission lehnte deshalb die Initiative ab, und zwar mit 14 zu 10 Stimmen. Ich bitte Sie, sich der Mehrheit der Kommission anzuschliessen.",0,DE
294049_8,"Wo liegt zunächst einmal der Konsens bei diesem Konzept? Das Konzept, das von dieser Arbeitsgruppe vorgeschlagen und von der Kommission für Rechtsfragen des Ständerates unterstützt wird, sieht vor, dass der Staatsanwalt den Beschuldigten von einer Einvernahme ausschliessen kann, solange sich der Beschuldigte ausserhalb des Haftverfahrens noch nicht geäussert hat respektive noch nicht einvernommen worden ist. Damit wird ein Ausschluss möglich, aber nur während einer beschränkten Zeit und nur solange mit dem Beschuldigten selber noch keine Einvernahme gemacht worden ist. Damit wird dieser Kompromiss gefunden: Die Staatsanwaltschaft kann den Beschuldigten ausschliessen, aber nur solange er selber noch nicht einvernommen worden ist, und das lediglich einmal. Die Kommission Ihres Rates unterstützt diese Variante als sinnvollen Kompromiss mit 11 zu 2 Stimmen.",0,DE
342886_10,"Dann noch zur zweiten verbliebenen Differenz: Ob es nun die Eigentümer oder die Inhaber eines Grundstückes sind, ist eigentlich nicht so wahnsinnig wichtig. Wesentlich ist einfach, dass der Verursacher oder der Verantwortliche, das heisst der, der eben das Grundstück genutzt hat, entsprechend auch zur Kasse gebeten werden kann. Es soll dann nicht einfach die Allgemeinheit sein, die zu zahlen hat. Deshalb bitte ich Sie, dort auch bei der Kommissionsmehrheit zu bleiben.",0,DE
334577_4,"Ich bitte Sie aber, hier einen Mittelweg zu gehen. Sie haben gehört, wie man am Rednerpult, vielleicht etwas früh, bereits von einem Referendum gesprochen hat. Ich hoffe, dass es nicht ergriffen wird; dies nicht, weil ich dann nicht kämpfen möchte, aber es ist, glaube ich, eine Angelegenheit, die wir schon hier drinnen selbst behandeln können und bei der wir uns finden können sollten. Dann verträgt es aber keine Extreme. Der Bundesrat hat Ihnen hier eine ganz kluge Lösung vorgelegt, wenn ich das so unbescheiden sagen darf.",0,DE
313377_3,"Or, à l'époque, il n'existait pas de code de procédure civile fédérale, de sorte que le législateur n'avait pas d'autre choix que de placer ces articles de pure procédure dans le droit matériel, c'est-à-dire le code des obligations. Mais maintenant nous avons un code de procédure civile fédéral - dont nous avons d'ailleurs abondamment parlé durant cette session, je l'ai déjà dit.",0,FR
319556_3,"Die Schweiz als Domizilstaat vieler dieser Sportverbände steht in der Pflicht, ihr Handeln mit den Nachhaltigkeitszielen der Weltgemeinschaft in Einklang zu bringen. Dazu soll der Bundesrat eine Strategie entwickeln. Wir haben viele nationale Sportverbände, die sich in der Schweiz sehr viele Gedanken machen. Sie sind oft auch diejenigen, die hinstehen müssen, wenn internationale Sportgrossanlässe durchgeführt werden. Denken wir an die Weltmeisterschaft im Fussball in Katar. Sehr oft war es der Schweizerische Fussballverband, der hier und auch international in den Medien Red und Antwort stehen musste. Die nationalen Verbände sind sehr oft auch diejenigen, die hinstehen, wenn starke Kritik kommt.",0,DE
352797_2,"Der anhaltende russische Angriffskrieg gegen die Ukraine und die Abkehr der USA von der Unterstützung des angegriffenen Landes ... (Zwischenruf der Präsidentin: Ich bitte Sie um Aufmerksamkeit und Ruhe. Gespräche führen Sie bitte in der Wandelhalle.) Die Abkehr der USA von der Unterstützung des angegriffenen Landes sowie die Relativierung des transatlantischen Bündnisversprechens für die europäische Sicherheit markieren einen Wendepunkt in der Nachkriegsgeschichte Europas. Unerschütterlich geglaubte Gewissheiten sind ins Wanken geraten. In Anbetracht der Bedrohung der Sicherheit Europas und des Angriffs auf das bewährte System der kollektiven Sicherheit ist eine gemeinsame europäische Antwort erforderlich. Angesichts der veränderten Ausgangslage müssen die Staaten des europäischen Kontinents ihre Sicherheitsverantwortung eigenständig übernehmen. Ein stabiles, regelbasiertes und souveränes Europa ist die historische Lehre und Voraussetzung, um Frieden, Sicherheit, Demokratie, Rechtsstaatlichkeit und Menschenrechte auf dem Kontinent dauerhaft zu schützen. Die Schweiz soll im Rahmen ihrer neutralitätsrechtlichen Verpflichtungen zur europäischen Sicherheitskooperation beitragen.",0,DE
345812_7,"En résumé, la loi en vigueur prévoit déjà une procédure simplifiée d'approbation des plans pour certains types de RBAU, soit celles de types 1 et 3. Dans ce sens, la loi répond dans une large mesure à l'objectif de la motion. La commission est d'avis que, pour le type 2 - le seul qui n'est pas réglé par la législation actuelle -, c'est-à-dire pour les RBAU qui impliquent des interventions lourdes, y compris sur les droits de propriété, des procédures d'enquête publique sont nécessaires et doivent être impérativement maintenues. Autrement dit, le cadre légal actuel semble adapté.",0,FR
303995_3,"Ich muss Ihnen sagen, rein aus parlamentarischer Sicht finde ich das dramatisch. Wir entmachten uns selber, und wenn dann der Bundesrat handelt, kommen wir und rufen: ""Diktatur! Diktatur!"" Ich finde, das ist eines Parlamentes unwürdig. Schauen Sie sich die heutigen Reaktionen auf den gestrigen Entscheid des Parlamentes an. Heute sagen wir: ""Ja, es muss gehandelt werden, aber vorderhand machen wir mal nichts."" So fällen wir heute einen entsprechenden Entscheid. Das würde ein relativ komisches Licht auf unsere Kammer werfen.",0,DE
319247_5,"Heute haben wir den Nachtzug nach Amsterdam wieder. Das ist schön, aber es reicht bei Weitem nicht aus. Nach der Ablehnung des CO2-Gesetzes und dem damit einhergehenden Nichtzustandekommen des Klimafonds stellt sich nun die Frage, wie der geschätzte Fehlbetrag - die SBB rechnen mit zwei Millionen Franken - gedeckt werden könnte. Das unveränderte Ziel der Schweiz ist die Dekarbonisierung, auch in der Mobilität und im Verkehr, bis hin zu netto null im Jahr 2050. Dafür brauchen wir eine grundlegende Verkehrswende. Der Ausbau der Nachtzug-Verbindungen und des internationalen Personenverkehrs auf der Schiene ist dafür unerlässlich.",1,DE
213904_7,Neu weitet sich die Debatte über mögliche schädliche Wirkungen von Glyphosat auch auf die Umwelt aus. Der Bundesrat wird diese Debatte aufmerksam mitverfolgen und nötigenfalls weitere Massnahmen bestimmen.,0,DE
204589_4,"Et si un groupe politique, un mouvement venait à lancer un référendum contre cette loi, eh bien, pour une fois, nous ne pourrions pas accuser les politiciens de proposer quelque chose dont ils ne comprendraient pas le sens. Trop souvent, nous entendons des gens du peuple qui, à juste titre, se plaignent que le titre des initiatives ou des lois est incompréhensible. Je crois qu'il est temps, par respect pour le parallélisme des formes, que la loi d'application porte le même titre que l'initiative qu'elle tend à appliquer.",0,FR
332642_5,"""Technologieoffen"" heisst für die SVP ""Atomstrom"". Sie wird von der ganzen FDP-Fraktion mit einem Einzelantrag unterstützt - das ist ein Novum. Ein gleichlautender Antrag wurde von der SVP-Fraktion bereits vor einem halben Jahr beim Mantelerlass gestellt. Damals blieb sie ohne namhafte Unterstützung der FDP-Fraktion. Offenbar weht jetzt ein anderer Wind. Die FDP-Fraktion hat rechtsumkehrt gemacht, eine beachtliche Leistung in so kurzer Zeit. Weltweit läuft übrigens kein AKW ohne Staatsgarantie. Das sollte der liberalen FDP zu denken geben.",1,DE
350747_3,"Die Kommissionsminderheit ist mit dem Bundesrat der Meinung, dass ein Ausschluss von Gemeinschaftsräumen für eine Dauer von mehr als drei Tagen unverhältnismässig ist und eine enorme Strafe wäre. Die Mehrheit der Kommission vertritt demgegenüber die Auffassung, dass eine längere Sanktionsdauer bei stark störenden, renitenten Asylsuchenden im Einzelfall vertretbar ist. Sie verweist dazu auch auf die bei der Armee möglichen Disziplinarstrafen.",0,DE
201506_8,"Deshalb bitte ich Sie, meinen beiden Minderheitsanträgen zuzustimmen.",0,DE
319027_8,Zusätzlich zum Bericht und Vorentwurf verweise ich auf die öffentlich zugänglichen Kommissionsunterlagen und sehr informativen Faktenblätter.,0,DE
202363_3,"Nous le savons, l'engouement pour les énergies renouvelables est important dans notre pays. Les entreprises et les particuliers veulent participer à la transition vers un approvisionnement énergétique local, sûr et propre, en témoigne la longueur impressionnante de la liste de projets qui sont en attente de soutien financier dans le cadre de la rétribution à prix coûtant du courant injecté et dont la production additionnée correspondrait à celle de nos trois plus vieilles centrales nucléaires.",1,FR
251927_9,"Je dirai que ce qui est important, c'est que cela se fasse avec des mesures d'accompagnement, pour que cela ne soit pas un danger. On peut imaginer, notamment, de ne fermer qu'une voie de façon à en laisser une de libre pour les véhicules qui devraient intervenir en urgence, voire de la laisser libre pour les véhicules qui transportent des marchandises, le but étant que la moitié de l'autoroute soit effectivement réservée au trafic doux - tout cela, pour avoir une belle vitrine.",0,FR
336767_7,"Autre symptôme de l'échec de cette réforme: depuis que nous sommes, les uns et les autres, dans ce Parlement, est-ce qu'il nous est souvent arrivé d'avoir un projet si simple qu'il faille une séance d'information de la part de l'administration pour comprendre de quoi nous parlons? Je pense que l'on pourrait dire: CQFD.",0,FR
275472_6,"Dans le cadre d'un corapport adressé à la Commission des transports et des télécommunications, la Commission des finances estime que l'instrument de cautionnement destiné à l'acquisition de moyens d'exploitation dans le transport régional de voyageurs est efficace et opportun. Ainsi, à l'unanimité, la Commission des finances demande à notre conseil d'approuver la prorogation du crédit de 11 milliards de francs, chose faite par la Commission des transports publics le 20 octobre dernier, par 23 voix sans opposition. Notre commission estime elle aussi que ce soutien a fait ses preuves et que le risque financier est faible pour la Confédération, compte tenu de la stabilité des recettes réalisées par les entreprises de transport.",0,FR
356323_1,"Die Mehrheit Ihrer Kommission unterstützt die Volksinitiative und beantragt Ihnen ebenso den direkten Umsetzungsvorschlag zur Annahme. Wir bevorzugen diesen Umsetzungsvorschlag, weil die Individualbesteuerung so rascher und auf Gesetzesebene umgesetzt werden kann. Die Kommission beantragt Ihnen aber mit 13 zu 12 Stimmen, die Initiative zu unterstützen; sie beantragt Ihnen ein Ja als Abstimmungsempfehlung. Dies ist insbesondere dann relevant, sollte der Umsetzungsvorschlag die Schlussabstimmung nicht passieren oder das Referendum ergriffen werden.",0,DE
255478_14,"Für die betroffenen Unternehmen hängt nun die Frage, ob entsprechende Dienstleistungen erbracht werden dürfen, wie ein Damoklesschwert über ihrem Haupt - ein unhaltbarer Zustand. Aus diesem Grund empfehle ich Ihnen nicht nur, meine Motion anzunehmen, sondern auch im Namen der Kommission, die Kommissionsmotion anzunehmen und damit den Bundesrat zu beauftragen, die ungenaue Formulierung im BPS so zu korrigieren, dass in Zukunft der Wille des Gesetzgebers umgesetzt werden kann. Dies würde unserer Schweizer Industrie, insbesondere der Rüstungsindustrie, wieder die nötige Rechtssicherheit geben.",0,DE
363628_7,"In Übereinstimmung mit Ihrem Mandat unterbreiten wir Ihnen in der Beilage den Entwurf eines Mitberichts, in dem wir vorschlagen, das Abkommen Schengen/Dublin dem obligatorischen Staatsvertragsreferendum zu unterstellen, in dem wir gegen den vorgeschlagenen Zeitplan für die Genehmigung der Abkommen und der Umsetzungsgesetzgebung Einspruch erheben und in dem wir insbesondere vorschlagen, dem Bundesrat, dem Parlament und den Kantonen mehr Zeit zuzugestehen und entsprechend auf das in Artikel 85 des Parlamentsgesetzes vorgesehene beschleunigte Verfahren vor dem Parlament zu verzichten. Herr [BJ-Direktor Heinrich] Koller hat das vorliegende Begleitblatt und den beigefügten Entwurf des Mitberichts gelesen und genehmigt. [...]",0,DE
278284_2,"Ich denke, was wir zur Kenntnis nehmen müssen, ist, dass mit der Ablehnung des revidierten Jagdgesetzes auch die vorausschauende Regulierung des Wolfsbestandes und auch die Delegation der Entscheidkompetenz an die Kantone abgelehnt worden sind. Gleichzeitig ist uns allen oder den allermeisten klar, dass mit der Ablehnung dieses Gesetzes das Problem nicht gelöst ist. Es gibt auch Personen, Herr Jositsch hat sich jetzt gerade dazu geäussert, die zwar das Gesetz in dieser Form abgelehnt haben, die aber gleichzeitig auch sagen: Nichts tun ist keine Option.",0,DE
260144_10,Ich mache zum Schluss noch einige grundsätzliche Bemerkungen:,0,DE
311765_4,"Wir haben in der vorangegangenen Debatte über die Landwirtschaft auch wieder unglaublich viel Geld gesprochen, alles ist deutlich durchgekommen. Die entsprechenden Unterstützungen haben wir dort überall gegeben, inklusive wieder Geld für den Herdenschutz. Im Block 1 haben Sie dann sogar auch noch Zahlungen des Bundes an die Kantone für Tiere ausserhalb des Wolfsbestands unterstützt. Ich glaube, es ist hier wirklich etwas überbordet. Ich bitte Sie daher, jetzt in diesem zweiten Block wenigstens überall der Mehrheit zu folgen.",0,DE
200149_3,"In diesem Fall, Herr Müller hat es zu Recht gesagt, sind es keine drei Jahre her, seit dieses Gesetz in Kraft ist. Die Initiative wurde damals, gestützt auf diese Gesetzgebung, zurückgezogen. Aus diesem Grund können wir nicht jetzt schon wieder alles auf den Kopf stellen. Aber wir haben in der Kommission diese Diskussion geführt und gesagt, dass wir wissen wollen, wie die Auswirkungen dieser Gesetzgebung sind. Es werden oft Einzelfälle vorgebracht, aber Herr Müller hat sehr schön aufgezeigt, was es braucht, bis jemand wirklich unter den Titel Raser fällt. Dazu braucht es schon sehr viel, das ist nicht das, was jedem einmal passieren kann. Ich nehme an, es ist schon fast allen passiert, dass sie halt eine Busse bekommen haben, weil sie mit 60 statt mit 50 Stundenkilometern gefahren sind. Das ist etwas anderes als das, was unter den Begriff Raser fällt.",0,DE
362522_7,Der Umfang der Einsparungen beläuft sich laut Botschaft auf 28 Millionen Franken. So viel fallen für die jährlichen Betriebsausgaben an. Man kann auch von 44 Millionen Franken insgesamt sprechen.,0,DE
203244_3,"Le castor, qui a été réintroduit dans les cours d'eau de différentes régions de Suisse à partir des années 1950, bénéficie d'une protection au sens de la loi sur la chasse. Sa protection, ainsi qu'un habitat naturel approprié, ont favorisé son développement, notamment dans les petits cours d'eau localisés en grande partie en zone agricole. Actuellement, on dénombre plus de 2800 castors dans notre pays, soit 1200 de plus qu'il y a environ dix ans. Cette forte augmentation crée de plus en plus de dommages, d'une part, aux infrastructures, telles que les chemins pédestres, agricoles ou forestiers, et, d'autre part, en cas de crue, en raison des barrages qu'ils construisent.",0,FR
363824_4,"On ne peut donc pas demander 4, 5, 6 milliards de francs de plus pour l'armée et, en même temps, laisser les États contre lesquels on veut se défendre acheter nos aéroports, nos infrastructures de télécommunication, nos infrastructures de transport et nos infrastructures vitales pour la sécurité du pays. Il faut choisir une doctrine. Il faut choisir un discours. Si le monde a changé, qu'il est plein de menaces, que des États menaçants sont prêts à nous causer du tort et qu'il faut se défendre militairement contre eux, si c'est cette hypothèse-là qui est retenue, alors il faut aussi se protéger contre les investissements de ces États contre lesquels on cherche à se défendre. Sinon, on a vraiment un sérieux problème de cohérence dans ce Parlement.",0,FR
317129_10,"Zum letzten Punkt: Die Projekte des runden Tisches stehen zentral im Raum. Wir brauchen diesen Kompromiss, aber dazu braucht es auch die Korrektur des Fehlentscheids in Block 1 zu den Ausgleichsmassnahmen, sonst ist die ganze Vorlage gefährdet. Die Grünliberalen stehen zu diesem Kompromiss, zu diesem runden Tisch, zu diesen fünfzehn Projekten.",0,DE
353345_2,"Der Nationalrat hat beschlossen, bei Artikel 17 Absatz 1 Einleitung dem Ständerat und damit dem Bundesrat zu folgen. Somit wird aufsichtsrechtlich Klarheit geschaffen und Marktmanipulation auch dann als unzulässig taxiert, wenn sie fahrlässig erfolgt ist. Ich möchte aber ausdrücklich darauf hinweisen, dass reine Flüchtigkeitsfehler infolge Vertippens im oft hektischen Handel, sogenannte Fat-Finger Errors, nicht als Marktmanipulation zu betrachten sind. Strafrechtlich bleibt es dabei, dass die Absicht des Täters zu beweisen ist. Insgesamt entspricht die Regelung so dem Inhalt des Finanzmarktinfrastrukturgesetzes.",0,DE
244572_8,"Voilà pour les raisons de cette révision. Vous avez pu le constater à la lecture du dépliant: les positions de la commission sont extrêmement partagées sur certains points. Nous avons ajouté au projet sorti des délibérations du Conseil des Etats quelques précisions concernant la protection de la faune sauvage. Nous avons également renforcé quelques dispositions afin de garantir une gestion plus efficace de l'effectif des animaux qui causent des dommages, ainsi que mentionné les dégâts qu'ils causent aux éleveurs et aux infrastructures. Je pourrais vous citer quelques animaux qui ont fait l'objet du débat, mais je renonce à vous en donner la liste complète afin d'éviter de dépasser les sept heures de débat prévues aujourd'hui. Nous aurons l'occasion d'en parler lors de la discussion par article.",0,FR
198574_2,"Chacun des orateurs précédents l'a martelé: ce qui compte, c'est le bien de l'enfant. Comment faire pour que cet enfant se développe de manière harmonieuse, de manière heureuse? Comment faire pour que cet enfant soit préparé à vivre, à bien vivre, à vivre le mieux possible? Comment faire pour que cet enfant soit préparé à vivre avec les succès et aussi parfois les échecs que la loi lui prépare?",0,FR
347019_2,"Au fil de l'année 2023, la commission a élaboré un projet de loi concret visant à modifier l'article 13 de la loi sur les denrées alimentaires, de sorte que le mode de transport soit déclaré pour les denrées alimentaires importées en Suisse. La déclaration s'appliquerait en particulier aux denrées non transformées, comme le poisson, la viande, les fruits ou les légumes qui ont été transportés par avion. La commission a adopté le projet de loi le 17 août 2023, par 13 voix contre 11 et 1 abstention, et a décidé d'envoyer ce projet en consultation publique. La consultation a eu lieu du 6 octobre 2023 au 22 janvier 2024.",0,FR
305977_6,"Une minorité Lohr soutient la décision du Conseil national, essentiellement en lien avec la question de la compétence subsidiaire des autorités. La minorité relève que le Tarmed est illicite depuis des années, qu'il n'a pas été mis à jour et que, s'il n'y a pas de bâton, la carotte ne suffira pas - les autorités ne pouvant pas intervenir, selon la minorité. La minorité juge ainsi que la loi qui vous est proposée serait un ""tigre de papier"".",0,FR
244586_2,"Ich bitte Sie, sich hier lieber darauf zu konzentrieren, dass wir eine ausgewogene Vorlage haben. Dann wird eine solche, so meine Überzeugung, in einer allfälligen Volksabstimmung von der Bevölkerung auch unterstützt werden können.",0,DE
235802_1,La majorité de la commission vous recommande de rejeter toutes les propositions d'amendement présentées au bloc 2.,0,FR
